Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
16:28:44;71.8; 93.00; 36.80;-;56
16:28:45;70.0; 98.90; 35.80;-;57
16:28:46;76.5; 96.80; 36.10;-;58
16:28:47;79.0; 102.20; 35.50;-;59
16:28:48;71.8; 100.70; 34.90;-;60
16:28:49;78.0; 97.50; 34.20;-;61
16:28:50;77.4; 97.40; 37.00;-;62
16:28:51;74.1; 99.70; 34.50;-;63
16:28:52;75.0; 101.10; 34.10;-;64
16:28:53;72.4; 94.00; 35.60;-;65
16:28:54;71.2; 100.30; 34.10;-;66
16:28:55;76.9; 93.40; 34.80;-;67
16:28:56;79.4; 99.40; 35.70;-;68
16:28:57;76.7; 99.90; 35.90;-;69
16:28:58;71.4; 100.30; 34.80;-;70
16:28:59;72.5; 102.70; 34.00;-;71
16:29:00;75.2; 96.70; 34.00;-;72
16:29:01;74.5; 95.20; 34.50;-;73
16:29:02;77.0; 94.50; 35.20;-;74
16:29:03;75.6; 95.20; 36.50;-;75
16:29:04;72.9; 101.20; 35.20;-;76
16:29:05;71.0; 100.10; 34.20;-;77
16:29:06;76.3; 99.70; 35.80;-;78
16:29:07;77.7; 93.70; 35.10;-;79
16:29:08;70.1; 93.00; 36.60;-;80
16:29:09;75.2; 96.90; 35.50;-;81
16:29:10;79.0; 101.30; 36.20;-;82
16:29:11;70.3; 93.50; 35.40;-;83
16:29:12;78.6; 97.40; 35.20;-;84
16:29:13;71.8; 98.00; 36.50;-;85
16:29:14;72.9; 97.20; 36.90;-;86
16:29:15;76.8; 95.10; 35.30;-;87
16:29:16;75.3; 97.40; 34.80;-;88
16:29:17;78.8; 93.00; 34.80;-;89
16:29:18;72.0; 94.60; 36.10;-;90
16:29:19;74.2; 99.60; 34.90;-;91
16:29:20;76.6; 94.00; 36.40;-;92
16:29:21;79.8; 95.40; 36.20;-;93
16:29:22;76.5; 102.40; 35.10;-;94
16:29:23;75.4; 95.40; 36.90;-;95
16:29:24;76.5; 101.90; 36.60;-;96
16:29:25;75.6; 93.70; 34.80;-;97
16:29:26;72.5; 94.40; 34.10;-;98
16:29:27;70.8; 93.40; 36.80;-;99
16:29:28;73.2; 97.50; 35.20;-;100
16:29:29;76.9; 94.10; 34.30;-;101
16:29:30;72.6; 98.80; 34.40;-;102
16:29:31;78.7; 100.90; 34.10;-;103
16:29:32;78.0; 97.90; 36.60;-;104
16:29:33;74.9; 93.20; 36.00;-;105
