Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
18:53:06;70.4; 101.50; 34.70;-;956
18:53:07;77.5; 99.70; 36.00;-;957
18:53:08;74.0; 93.60; 36.90;SPO2_TOO_LOW|;958
18:53:09;74.2; 100.20; 34.50;-;959
18:53:10;74.3; 96.80; 35.90;-;960
18:53:11;75.8; 93.60; 34.30;SPO2_TOO_LOW|;961
18:53:12;78.4; 100.50; 35.10;-;962
18:53:13;73.7; 96.80; 37.00;-;963
18:53:14;75.5; 97.40; 35.80;-;964
18:53:15;74.9; 100.70; 35.90;-;965
18:53:16;78.1; 99.90; 35.30;-;966
18:53:17;73.2; 97.90; 34.40;-;967
18:53:18;75.8; 97.80; 35.20;-;968
18:53:19;72.9; 97.50; 35.20;-;969
18:53:20;76.0; 101.30; 34.30;-;970
18:53:21;79.1; 95.80; 36.00;-;971
18:53:22;77.4; 97.30; 34.50;-;972
18:53:23;71.8; 95.60; 34.30;-;973
18:53:24;75.2; 94.10; 35.40;-;974
18:53:25;77.2; 100.40; 35.80;-;975
18:53:26;72.2; 100.80; 36.00;-;976
18:53:27;71.3; 102.40; 34.50;-;977
18:53:28;76.1; 100.10; 35.80;-;978
18:53:29;77.8; 96.10; 34.40;-;979
18:53:30;70.7; 101.70; 35.50;-;980
18:53:31;78.6; 97.90; 36.00;-;981
18:53:32;74.6; 95.60; 34.20;-;982
18:53:33;74.0; 96.50; 35.10;-;983
18:53:34;79.4; 95.60; 36.80;-;984
18:53:35;74.4; 96.40; 36.50;-;985
18:53:36;78.8; 102.50; 36.00;-;986
18:53:37;77.2; 94.10; 35.30;-;987
18:53:38;78.1; 95.00; 35.20;-;988
18:53:39;70.4; 97.80; 36.50;-;989
18:53:40;73.0; 98.30; 35.30;-;990
18:53:41;77.8; 102.40; 36.50;-;991
18:53:42;73.9; 93.60; 34.60;SPO2_TOO_LOW|;992
18:53:43;78.0; 98.70; 35.60;-;993
18:53:44;73.7; 100.70; 34.30;-;994
18:53:45;76.4; 101.10; 35.50;-;995
18:53:46;76.6; 97.90; 35.40;-;996
18:53:47;75.9; 93.40; 35.70;SPO2_TOO_LOW|;997
18:53:48;70.4; 100.60; 36.10;-;998
18:53:49;72.7; 94.40; 35.30;-;999
18:53:50;79.8; 93.30; 35.70;SPO2_TOO_LOW|;1000
18:53:51;75.5; 98.60; 36.10;-;1001
18:53:52;73.6; 102.20; 35.90;-;1002
18:53:53;74.0; 98.90; 34.30;-;1003
18:53:54;73.4; 99.30; 36.00;-;1004
18:53:55;70.7; 96.70; 35.40;-;1005
18:53:56;76.2; 94.70; 36.00;-;1006
18:53:57;74.9; 102.60; 35.40;-;1007
18:53:58;77.4; 98.00; 36.80;-;1008
18:53:59;73.8; 101.80; 34.60;-;1009
18:54:00;74.6; 99.20; 36.30;-;1010
18:54:01;79.7; 102.80; 35.80;-;1011
18:54:02;71.1; 101.70; 35.80;-;1012
18:54:03;73.4; 102.80; 34.40;-;1013
18:54:04;74.0; 95.60; 36.10;-;1014
18:54:05;79.2; 98.50; 34.70;-;1015
18:54:06;77.3; 98.40; 35.80;-;1016
18:54:07;77.4; 100.10; 36.20;-;1017
18:54:08;73.7; 97.70; 34.70;-;1018
18:54:09;71.2; 94.90; 35.60;-;1019
18:54:10;73.2; 100.70; 36.80;-;1020
18:54:11;79.4; 100.00; 34.40;-;1021
18:54:12;70.9; 94.40; 35.00;-;1022
18:54:13;74.1; 99.00; 36.00;-;1023
18:54:14;74.1; 97.50; 34.60;-;1024
18:54:15;72.5; 94.70; 34.10;-;1025
18:54:16;77.3; 101.00; 34.10;-;1026
18:54:17;75.9; 98.90; 34.00;-;1027
18:54:18;70.5; 96.70; 34.50;-;1028
18:54:19;74.3; 102.10; 34.40;-;1029
18:54:20;71.2; 93.00; 35.50;SPO2_TOO_LOW|;1030
18:54:21;75.6; 97.40; 34.80;-;1031
18:54:22;78.4; 102.50; 34.60;-;1032
18:54:23;78.9; 97.10; 34.30;-;1033
18:54:24;72.8; 97.60; 36.20;-;1034
18:54:25;77.5; 93.90; 34.10;SPO2_TOO_LOW|;1035
18:54:26;72.4; 100.60; 34.00;-;1036
18:54:27;78.2; 101.50; 34.70;-;1037
18:54:28;77.5; 101.40; 35.50;-;1038
18:54:29;76.8; 102.30; 34.20;-;1039
18:54:30;74.0; 95.90; 34.00;-;1040
18:54:31;71.6; 93.00; 35.60;SPO2_TOO_LOW|;1041
18:54:32;72.2; 95.50; 35.20;-;1042
18:54:33;73.1; 102.00; 36.80;-;1043
18:54:34;76.4; 100.10; 36.80;-;1044
18:54:35;76.3; 97.40; 36.80;-;1045
18:54:36;74.2; 99.00; 34.00;-;1046
18:54:37;76.4; 101.30; 34.30;-;1047
18:54:38;75.3; 93.20; 35.10;SPO2_TOO_LOW|;1048
18:54:39;72.6; 97.20; 34.50;-;1049
18:54:40;78.2; 93.20; 34.80;SPO2_TOO_LOW|;1050
18:54:41;77.0; 97.40; 36.80;-;1051
18:54:42;76.6; 94.10; 35.40;-;1052
18:54:43;77.6; 101.00; 35.70;-;1053
18:54:44;74.5; 99.60; 35.70;-;1054
18:54:45;71.6; 99.80; 36.90;-;1055
18:54:46;71.4; 96.30; 34.20;-;1056
18:54:47;74.2; 97.90; 35.00;-;1057
18:54:48;77.2; 100.50; 36.50;-;1058
18:54:49;74.2; 98.50; 34.40;-;1059
18:54:50;77.3; 99.20; 35.60;-;1060
18:54:51;79.2; 102.00; 36.80;-;1061
18:54:52;72.8; 100.20; 35.30;-;1062
18:54:53;73.1; 102.20; 34.50;-;1063
18:54:54;77.4; 94.80; 35.60;-;1064
18:54:55;73.0; 99.70; 36.70;-;1065
18:54:56;76.3; 98.90; 34.50;-;1066
18:54:57;73.1; 98.50; 36.70;-;1067
18:54:58;77.3; 98.30; 35.30;-;1068
18:54:59;74.3; 96.20; 34.90;-;1069
18:55:00;71.6; 101.60; 34.90;-;1070
18:55:01;73.8; 101.20; 35.60;-;1071
18:55:02;71.0; 93.30; 36.10;SPO2_TOO_LOW|;1072
18:55:03;71.1; 96.70; 34.10;-;1073
18:55:04;73.5; 98.50; 35.20;-;1074
18:55:05;73.3; 101.00; 36.60;-;1075
18:55:06;79.0; 93.30; 35.50;SPO2_TOO_LOW|;1076
18:55:07;79.5; 93.20; 36.90;SPO2_TOO_LOW|;1077
18:55:08;71.7; 102.90; 36.60;-;1078
18:55:09;76.5; 102.60; 36.80;-;1079
18:55:10;77.4; 94.00; 34.80;-;1080
18:55:11;77.9; 102.80; 35.50;-;1081
18:55:12;72.5; 100.50; 35.70;-;1082
18:55:13;71.7; 96.60; 35.10;-;1083
18:55:14;72.1; 95.20; 36.70;-;1084
18:55:15;71.9; 100.50; 34.90;-;1085
18:55:16;72.4; 93.10; 36.40;SPO2_TOO_LOW|;1086
18:55:17;76.0; 101.30; 34.90;-;1087
18:55:18;71.4; 93.60; 35.00;SPO2_TOO_LOW|;1088
18:55:19;77.9; 97.50; 35.90;-;1089
18:55:20;71.8; 94.80; 36.80;-;1090
18:55:21;76.7; 94.70; 34.50;-;1091
18:55:22;70.6; 96.30; 36.30;-;1092
18:55:23;70.4; 100.00; 34.10;-;1093
18:55:24;75.8; 96.10; 34.00;-;1094
18:55:25;74.1; 97.00; 36.60;-;1095
18:55:26;77.2; 94.00; 36.10;-;1096
18:55:27;71.6; 100.40; 36.10;-;1097
18:55:28;70.0; 96.10; 34.00;-;1098
18:55:29;78.5; 102.60; 34.00;-;1099
18:55:30;70.9; 98.10; 35.90;-;1100
18:55:31;72.6; 100.10; 34.20;-;1101
18:55:32;78.5; 98.30; 36.60;-;1102
18:55:33;77.5; 101.20; 36.40;-;1103
18:55:34;78.9; 96.70; 37.00;-;1104
