Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
22:32:04;57; 97.73; 24.81;-;59390
22:32:05;60; 98.75; 24.50;-;60265
22:32:06;61; 98.54; 24.56;-;61138
22:32:06;62; 98.82; 24.44;-;62016
22:32:07;63; 98.56; 24.31;-;62959
22:32:08;63; 98.57; 24.50;-;63834
22:32:09;63; 98.46; 24.44;-;64778
22:32:10;63; 98.44; 24.19;-;65731
22:32:11;66; 98.42; 24.75;-;66609
22:32:12;67; 98.36; 24.81;-;67419
22:32:13;67; 98.30; 24.94;-;68299
22:32:14;68; 98.09; 25.06;-;69104
22:32:14;68; 98.17; 25.00;-;69980
22:32:15;68; 98.03; 24.62;-;70791
22:32:16;69; 98.07; 24.56;-;71664
22:32:17;68; 97.97; 24.75;-;72607
22:32:18;68; 98.04; 24.56;-;73622
22:32:19;70; 98.04; 24.75;-;74362
22:32:20;69; 97.68; 25.00;-;75247
22:32:21;68; 97.80; 24.56;-;76193
