Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
01:58:14;55; 90.93; 26.50;SPO2_TOO_LOW|;102598
01:58:15;56; 94.25; 26.00;-;103605
01:58:16;56; 95.51; 26.38;-;104687
01:58:17;58; 95.84; 26.25;-;105565
01:58:18;58; 96.15; 26.00;-;106576
01:58:19;58; 96.25; 26.25;-;107587
01:58:20;58; 96.43; 26.06;-;108664
01:58:21;59; 96.48; 25.94;-;109608
01:58:22;59; 96.49; 25.88;-;110621
01:58:23;60; 96.43; 26.25;-;111642
01:58:24;59; 97.12; 26.50;-;112727
01:58:25;59; 97.15; 26.06;-;113666
01:58:26;60; 97.12; 26.56;-;114676
01:58:27;59; 97.07; 26.12;-;115754
01:58:28;58; 97.02; 26.19;-;116829
01:58:29;59; 97.09; 26.75;-;117778
01:58:30;59; 97.14; 26.38;-;118791
01:58:31;58; 97.17; 26.38;-;119801
01:58:32;59; 97.19; 26.88;-;120749
01:58:33;60; 97.33; 26.50;-;121629
01:58:34;61; 97.33; 26.06;-;122579
01:58:35;60; 97.49; 26.50;-;123590
01:58:36;61; 97.46; 26.56;-;124532
01:58:37;61; 97.50; 26.44;-;125477
01:58:38;61; 97.72; 26.56;-;126552
01:58:39;61; 97.73; 26.69;-;127497
01:58:40;62; 97.84; 26.19;-;128445
01:58:41;62; 97.84; 26.81;-;129385
01:58:42;61; 97.70; 26.06;-;130466
01:58:43;61; 97.70; 26.44;-;131479
01:58:44;61; 97.74; 26.44;-;132427
01:58:45;61; 97.61; 26.31;-;133438
01:58:46;60; 97.63; 26.12;-;134451
01:58:47;60; 97.63; 26.50;-;135460
01:58:48;61; 97.25; 26.50;-;136342
01:58:49;60; 96.96; 26.62;-;137419
01:58:50;60; 96.44; 26.00;-;138427
01:58:51;60; 96.24; 26.44;-;139371
01:58:52;61; 96.22; 26.56;-;140311
01:58:53;61; 95.78; 26.75;-;141324
01:58:54;60; 95.30; 26.12;-;142345
01:58:55;61; 95.24; 26.44;-;143234
01:58:56;61; 95.35; 26.19;-;144178
01:58:57;61; 95.39; 26.50;-;145187
01:58:58;61; 95.53; 26.75;-;146131
01:58:59;61; 95.60; 26.44;-;147145
01:59:00;61; 95.87; 26.38;-;148224
01:59:01;60; 96.10; 26.75;-;149306
01:59:02;61; 96.02; 26.81;-;150180
01:59:03;62; 96.42; 27.12;-;151056
