Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
16:28:43;140.6; 84.70; 41.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;46
16:28:44;134.6; 85.90; 39.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;47
16:28:45;140.2; 85.10; 39.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;48
16:28:46;139.6; 90.60; 41.80;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;49
16:28:47;139.1; 87.70; 39.20;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;50
16:28:48;139.2; 89.10; 41.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;51
16:28:49;133.9; 89.30; 40.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;52
16:28:50;141.4; 89.90; 39.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;53
16:28:51;139.2; 88.50; 41.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;54
16:28:52;132.3; 93.20; 40.00;HR_TOO_HIGH|TEMP_TOO_HIGH;55
16:28:53;138.5; 89.70; 39.80;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;56
16:28:54;139.4; 89.70; 41.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;57
16:28:55;141.3; 88.80; 42.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;58
16:28:56;136.8; 84.10; 41.80;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;59
16:28:57;136.8; 93.50; 40.90;HR_TOO_HIGH|TEMP_TOO_HIGH;60
16:28:58;134.4; 87.50; 40.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;61
16:28:59;135.3; 91.20; 40.10;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;62
16:29:00;132.3; 92.60; 40.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;63
16:29:01;133.3; 86.80; 40.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;64
16:29:02;135.2; 84.90; 40.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;65
16:29:03;133.7; 86.60; 40.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;66
16:29:04;137.0; 85.40; 41.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;67
16:29:05;134.6; 85.00; 41.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;68
16:29:06;135.8; 84.30; 39.20;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;69
16:29:07;136.2; 90.00; 41.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;70
16:29:08;138.6; 87.70; 39.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;71
16:29:09;138.1; 88.70; 41.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;72
16:29:10;139.7; 90.40; 40.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;73
16:29:11;138.1; 90.50; 42.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;74
16:29:12;140.4; 91.40; 40.80;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;75
16:29:13;137.9; 92.30; 39.80;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;76
16:29:14;134.0; 86.90; 39.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;77
16:29:15;141.4; 85.00; 41.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;78
16:29:16;142.0; 87.20; 40.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;79
16:29:17;136.3; 87.80; 41.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;80
16:29:18;140.6; 93.30; 39.00;HR_TOO_HIGH|TEMP_TOO_HIGH;81
16:29:19;137.8; 84.00; 42.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;82
16:29:20;133.3; 86.60; 42.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;83
16:29:21;137.8; 88.70; 40.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;84
16:29:22;139.7; 84.30; 40.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;85
16:29:23;135.6; 93.90; 40.60;HR_TOO_HIGH|TEMP_TOO_HIGH;86
16:29:24;140.1; 90.90; 41.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;87
16:29:25;139.3; 86.10; 41.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;88
16:29:26;135.2; 91.00; 39.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;89
16:29:27;140.5; 93.10; 41.90;HR_TOO_HIGH|TEMP_TOO_HIGH;90
16:29:28;135.6; 92.80; 40.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;91
16:29:29;137.0; 86.20; 39.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;92
16:29:30;132.3; 92.10; 41.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;93
16:29:31;132.0; 87.10; 39.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;94
16:29:32;136.8; 89.00; 39.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;95
