Time [hh:mm:ss];Hr [bpm];SpO2 [%];Temperature [°C];Information;Runtime[ms]
18:53:07;136.7; 88.00; 40.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;941
18:53:08;135.5; 90.00; 40.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;942
18:53:09;138.6; 91.40; 41.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;943
18:53:10;141.7; 86.50; 39.20;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;944
18:53:11;139.4; 91.10; 39.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;945
18:53:12;138.3; 94.00; 41.60;HR_TOO_HIGH|TEMP_TOO_HIGH;946
18:53:13;136.7; 92.70; 41.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;947
18:53:14;133.4; 89.10; 41.20;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;948
18:53:15;138.2; 93.70; 39.90;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;949
18:53:16;135.9; 91.20; 40.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;950
18:53:17;137.7; 90.30; 41.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;951
18:53:18;141.8; 85.20; 41.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;952
18:53:19;137.1; 88.50; 40.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;953
18:53:20;133.6; 84.80; 40.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;954
18:53:21;140.5; 91.50; 40.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;955
18:53:22;132.1; 85.50; 41.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;956
18:53:23;139.3; 86.20; 39.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;957
18:53:24;139.3; 84.20; 40.20;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;958
18:53:25;137.9; 91.60; 39.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;959
18:53:26;134.1; 85.40; 40.80;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;960
18:53:27;133.1; 92.10; 42.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;961
18:53:28;136.9; 91.00; 40.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;962
18:53:29;134.9; 87.60; 41.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;963
18:53:30;137.5; 93.10; 39.20;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;964
18:53:31;140.8; 85.90; 39.60;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;965
18:53:32;141.8; 90.60; 39.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;966
18:53:33;134.6; 91.50; 40.40;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;967
18:53:34;133.5; 91.60; 41.70;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;968
18:53:35;135.2; 88.20; 40.00;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;969
18:53:36;139.0; 85.00; 41.30;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;970
18:53:37;138.2; 87.40; 41.50;HR_TOO_HIGH|SPO2_TOO_LOW|TEMP_TOO_HIGH;971
